Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Sf3a3,0.103529,-1.583075,0.436614,0.398142
Ifrd1,0.046765,0.118992,0.436396,0.398043
Reep5,0.516176,-0.018997,0.435913,0.397679
Arsa,0.093529,-0.866211,0.435513,0.397397
Usp16,0.081765,0.007642,0.435034,0.397037
Wdfy3,0.200588,-0.073871,0.434376,0.396497
Clcn4-2,0.192353,-0.021339,0.434335,0.396575
Ttc35,0.113824,-0.248528,0.4343,0.396659
Ankrd17,0.199118,-0.670183,0.433509,0.395986
Tfip11,0.11,-0.476528,0.433473,0.396069
Gdi2,0.863529,0.108365,0.433344,0.396059
Brd7,0.132941,-0.149013,0.433313,0.396145
Znfx1,0.179412,-0.575213,0.43323,0.396182
Glrx2,0.105882,-1.284852,0.43316,0.39623
Rabep1,0.111471,-0.615151,0.433126,0.396314
Sin3b,0.137353,0.134608,0.43277,0.396077
Arl8b,0.228824,-0.271818,0.43112,0.394544
Purb,0.252059,-0.540502,0.430903,0.394446
2810008M24Rik,0.160882,-0.656105,0.430871,0.394532
Cep192,0.042941,-1.00031,0.430516,0.394296
Cfdp1,0.075294,-0.134615,0.430231,0.394128
Rbpj,0.093529,-1.271467,0.43015,0.394165
Zfyve1,0.067647,-1.6916,0.430028,0.394162
Iscu,0.12,0.198456,0.429823,0.394075
2700007P21Rik,0.084412,-1.203662,0.429784,0.394154
Rab21,0.048529,0.16608,0.429674,0.394162
Rbm26,0.113529,-0.475093,0.429584,0.39419
Alg1,0.079412,0.600637,0.42913,0.393854
H2afy,0.262647,-0.591176,0.428892,0.393734
4932438A13Rik,0.112647,-0.619955,0.428038,0.392998
Synj1,0.131765,-0.098876,0.428004,0.393081
Rrp1b,0.051176,-0.071823,0.427814,0.393009
Evi2b,0.080882,-0.317129,0.42758,0.392893
Ttc9c,0.075294,-0.018291,0.427309,0.39274
5031414D18Rik,0.073235,-1.668608,0.427183,0.392732
Nat6,0.037647,-0.84611,0.426784,0.39245
Dusp12,0.010882,1.266365,0.426573,0.392356
Fam133b,0.108235,-1.884245,0.426206,0.392107
Slc12a2,0.494118,0.202525,0.425862,0.391881
Gigyf2,0.078235,-1.157231,0.425373,0.391509
Eml4,0.172941,-0.077691,0.424608,0.390862
Sumo1,0.096765,-0.217099,0.423868,0.39024
Srpk2,0.038824,0.853657,0.423867,0.390356
Dnttip1,0.086765,-1.032759,0.423609,0.390215
1200016B10Rik,0.059412,-1.578322,0.423516,0.39024
Ostm1,0.12,0.770562,0.423238,0.390079
Anapc16,0.072941,-0.662803,0.423179,0.390137
Ndufb10,0.144706,0.197787,0.422933,0.390009
Zufsp,0.067647,-1.106637,0.422665,0.389858
Zfp760,0.024118,-2.52559,0.422591,0.389901
Plcg1,0.074118,-0.975393,0.422314,0.389742
Gnpda2,0.068529,0.589828,0.422124,0.389669
Mpv17,0.103235,-0.473618,0.422016,0.389677
Iffo2,0.034706,-0.693129,0.422004,0.389783
Mlph,0.151176,0.006247,0.421805,0.389701
Tmem59,0.803235,-0.068537,0.421358,0.389371
Snx4,0.115882,-1.266528,0.420859,0.388989
Rasgrp3,0.65,0.013302,0.420527,0.388774
Fads1,0.155588,-0.630199,0.420429,0.388793
Add3,0.111765,-0.29495,0.420178,0.388658
Sfpq,0.336471,-0.599989,0.419963,0.38856
Ankrd40,0.104412,0.388193,0.419885,0.388599
Blmh,0.08,-1.105754,0.419834,0.388665
Bin3,0.036471,1.507122,0.419751,0.388699
Birc3,0.066471,-1.233329,0.41889,0.387955
2310033P09Rik,0.075,-1.329501,0.418889,0.388071
Tnfrsf23,0.020882,-1.995857,0.418503,0.387801
Cr1l,0.213235,-0.384473,0.417932,0.387347
Rnf7,0.157941,0.310078,0.41753,0.387061
Polm,0.013529,-1.521675,0.416871,0.386519
Mtmr4,0.057059,-0.539132,0.416791,0.386555
Terf2,0.105882,-0.777248,0.416197,0.386078
Lrrc41,0.054118,-0.019175,0.416066,0.386064
D9Ertd402e,0.016176,-1.779473,0.416056,0.38617
Rnf157,0.015,-1.255501,0.416056,0.386287
Ddi2,0.133824,0.019048,0.415929,0.386276
Ywhae,0.912941,-0.285143,0.415379,0.385842
AU022252,0.025588,-1.523519,0.415241,0.385821
Gm11944,0.045294,-1.149422,0.415129,0.385825
Zscan29,0.039412,-0.533687,0.414603,0.385415
Spopl,0.018529,-1.238427,0.414428,0.385357
Suclg1,0.105,-0.018462,0.414203,0.385248
Pcnp,0.068529,-1.009856,0.414146,0.385307
Naa25,0.062353,-1.114599,0.414133,0.385411
Rnf213,0.132941,-0.639489,0.414079,0.385473
C87436,0.056176,0.112514,0.41371,0.38522
Mxra8,0.164118,-0.882768,0.413643,0.385269
Tmem2,0.02,-1.555061,0.413615,0.385357
Wdr5b,0.047647,-2.700533,0.413615,0.385473
Slc38a2,0.188824,0.063953,0.413289,0.385263
Zbtb10,0.029118,0.202605,0.413202,0.385292
Aspscr1,0.035882,-0.67251,0.413075,0.385281
Smarcc2,0.141176,-1.333462,0.413068,0.385389
Ak2,0.124118,-1.73939,0.413063,0.3855
Bcl2l12,0.014118,-1.753,0.412803,0.385357
Cln6,0.027941,0.510034,0.412686,0.385355
Ankrd26,0.028235,-1.431072,0.411991,0.384776
2700062C07Rik,0.045882,-1.095888,0.411974,0.384875
Chst14,0.07,-0.834037,0.411585,0.384601
Nprl3,0.031765,-1.530608,0.41118,0.384311
Pts,0.117941,-0.970006,0.411092,0.38434
Rab3gap2,0.077941,-1.109362,0.410972,0.384335
Slc26a2,0.145588,-0.526866,0.41069,0.384169
Pear1,0.033235,0.056177,0.410674,0.384269
Rnft1,0.020588,0.510034,0.410674,0.384384
Shc1,0.045,0.174487,0.410658,0.384484
Arhgef18,0.053824,-0.801095,0.410397,0.384338
Zfp160,0.018529,-0.753,0.410369,0.384425
Cyp4f13,0.046471,-0.979966,0.40997,0.384142
Arpc5l,0.108235,0.069951,0.409844,0.384131
Nck1,0.104412,-0.60629,0.409606,0.384008
Pafah1b3,0.054706,0.020724,0.409297,0.383814
Sec31a,0.188824,-0.209065,0.409071,0.383704
Zfp354a,0.025588,0.143906,0.408749,0.383497
Ranbp2,0.059412,-1.018894,0.408629,0.383493
Pigp,0.096471,0.08174,0.408561,0.383539
Itgb5,2.454706,0.094824,0.40832,0.383414
Ppp1r3d,0.020294,0.278027,0.408151,0.383359
Ccdc55,0.099706,-1.251251,0.407735,0.383059
Cryzl1,0.056765,-0.902514,0.407634,0.383073
Fam48a,0.157647,-0.485934,0.407417,0.382971
Sesn2,0.017941,-0.575213,0.407132,0.382801
Senp2,0.136765,-0.128258,0.407126,0.38291
Psme4,0.114412,-0.938774,0.406452,0.382351
Pgd,0.166471,0.158979,0.406396,0.38241
Cep350,0.117647,-0.662147,0.406259,0.382387
Nr2f6,0.068529,-0.692374,0.406234,0.382478
Rps6ka4,0.077353,-0.764013,0.405835,0.382193
Polr3f,0.057941,-1.00873,0.405771,0.382244
Lmln,0.047647,-0.553692,0.405633,0.382221
Csf2rb,0.275588,-0.512466,0.404985,0.381688
Zkscan17,0.069706,-0.886856,0.404333,0.38115
Lrrc33,0.310294,-0.397284,0.404329,0.381261
Scmh1,0.047647,-0.700533,0.403909,0.380956
Ppat,0.020588,0.535569,0.403905,0.381067
Tex264,0.123529,-1.358721,0.40389,0.381165
Zcrb1,0.138824,-1.039454,0.403764,0.381154
1810030O07Rik,0.088529,-0.786948,0.40347,0.380975
BC018507,0.061471,-0.535547,0.402978,0.380597
Tmem160,0.165,0.322157,0.402584,0.380318
Mapk1,0.204412,-1.008994,0.40176,0.379608
Rbm33,0.070588,-0.063701,0.401503,0.379466
Rnf4,0.115294,-0.863884,0.400722,0.378799
Fbxl3,0.212647,-0.154137,0.40024,0.378432
Ccdc34,0.042941,0.512502,0.399951,0.378256
Med8,0.087941,-0.294007,0.399635,0.378055
Smc3,0.182059,-0.413927,0.399553,0.378087
Lsm14a,0.219706,-0.337963,0.399451,0.378099
Uqcrb,0.138824,0.379772,0.399302,0.378065
Cnpy3,0.205,-0.488931,0.398943,0.37782
4933421O10Rik,0.023235,-0.079501,0.398741,0.377732
Rad23b,0.148824,-0.139804,0.398114,0.377219
Creb1,0.195882,-0.357592,0.397794,0.377013
Arsg,0.099412,-0.81403,0.397701,0.377034
2410002O22Rik,0.056765,-0.317551,0.397353,0.3768
Sdf2,0.125294,-0.020104,0.396797,0.376358
Nmi,0.064412,0.196726,0.396702,0.376376
Atp6v0a1,0.194706,-0.538725,0.396358,0.376147
Puf60,0.19,-0.48662,0.396251,0.376153
Spry1,0.094412,-0.551953,0.396185,0.376201
Exoc5,0.106765,-0.349936,0.396165,0.376295
Trmt1,0.059412,-0.578322,0.395401,0.375645
Snrpe,0.145882,-0.962363,0.394879,0.375237
Gm12341,0.007647,2.416925,0.394867,0.375338
H1f0,0.010882,1.429864,0.394867,0.375452
Cbx6,0.03,0.066427,0.394669,0.375368
Ccdc56,0.090588,0.2018,0.394051,0.374864
Nudt16,0.065588,-0.282437,0.393942,0.374868
Trim41,0.08,0.716043,0.393763,0.374802
Snip1,0.066471,-0.630665,0.393652,0.374806
Npepl1,0.087353,-0.906624,0.393651,0.374918
Supt5h,0.134706,-0.35619,0.393638,0.375018
4933421E11Rik,0.066176,-0.337963,0.392864,0.374358
Nr2c2,0.095294,-0.378605,0.392785,0.374392
Nipsnap3b,0.075588,0.477389,0.392782,0.374503
Dcxr,0.066765,-0.336375,0.392685,0.374519
Shkbp1,0.069412,0.026135,0.392439,0.374387
Znhit1,0.040294,0.257492,0.39237,0.37443
Rhoq,0.225294,-0.221761,0.392122,0.374296
2700078E11Rik,0.101176,-0.134871,0.392097,0.374384
Slc35f5,0.077941,-0.663298,0.39188,0.374281
Scrn3,0.037059,0.17661,0.39115,0.373663
Odf2,0.037941,-0.397905,0.391029,0.373655
Eif4e,0.095882,-0.858555,0.390823,0.373563
Fpgs,0.023529,-2.168038,0.390818,0.373671
Pla2g4b,0.009706,0.787568,0.390642,0.373608
Ndufs8,0.174706,-0.753,0.390441,0.37352
Zc3h15,0.116176,-0.793747,0.390438,0.373631
Golga4,0.094118,-0.030534,0.389976,0.373281
Tnip1,0.042941,-0.380583,0.389806,0.373224
Mki67,0.031765,-0.337963,0.389799,0.37333
Ppil2,0.103235,-1.023452,0.389471,0.373115
Ctso,0.218824,-0.57277,0.388992,0.372749
ORF61,0.135,-0.644066,0.388947,0.372817
Ahcyl1,0.115588,-0.262861,0.388581,0.372564
Raf1,0.089706,-1.29142,0.388565,0.37266
Peo1,0.017647,-2.489966,0.388056,0.372265
Cltb,0.086765,-1.350241,0.387807,0.372128
2400001E08Rik,0.143529,-0.272227,0.387232,0.371665
Zfp330,0.041471,-0.500234,0.386577,0.371123
Alg10b,0.013235,0.469392,0.386434,0.371093
Eif3d,0.175294,-0.299744,0.386296,0.371068
Snrnp200,0.144412,0.04213,0.386182,0.371067
Ptprj,0.134412,-0.146107,0.386094,0.37109
Mkks,0.058824,-0.125394,0.386023,0.371132
Hlx,0.092353,-0.617169,0.385903,0.371124
Rhbdf1,0.010294,0.094997,0.385594,0.370928
Tmem168,0.102059,-0.77394,0.385158,0.370604
Pi4ka,0.076176,-0.54099,0.384935,0.370494
Pros1,0.535294,0.117283,0.384571,0.370242
Camkk2,0.076765,-0.641355,0.384558,0.370342
Zfp644,0.121176,-0.888754,0.384122,0.370018
Vars,0.057059,0.287332,0.383441,0.36945
F13a1,0.034706,-2.591249,0.38324,0.369361
Rab7,0.359118,-0.084263,0.382958,0.369191
Eif2b4,0.061176,-0.140557,0.38289,0.369235
Ptrh2,0.040294,-0.116323,0.382814,0.369271
Eaf1,0.082059,-0.072991,0.382703,0.369272
Tada2a,0.027647,-1.722627,0.382554,0.369236
Ppp2r2d,0.069706,0.172038,0.382113,0.368907
Mat2b,0.153824,-0.384924,0.381942,0.368848
Hmgxb4,0.055588,0.037904,0.381851,0.368869
Evi2a,0.691176,0.097041,0.381447,0.368577
Sympk,0.012647,-0.893863,0.381406,0.368648
Pik3cd,0.172647,-0.365255,0.381261,0.368614
Fam192a,0.103235,-1.356579,0.381197,0.368662
C330019G07Rik,0.098529,-0.243172,0.380991,0.368568
Zzz3,0.09,0.034006,0.380927,0.368617
Bod1l,0.145,-0.476857,0.380631,0.368432
Tcf12,0.111176,-1.642817,0.380624,0.368537
Exoc4,0.121765,-0.566904,0.38055,0.368575
1810074P20Rik,0.121176,-0.338839,0.379591,0.367728
5730494N06Rik,0.082353,0.396166,0.3795,0.367748
Zfp628,0.027647,-1.552702,0.37913,0.36749
Lonp2,0.093235,-0.73491,0.378279,0.36675
Ubr2,0.155294,-0.348246,0.37818,0.366763
Psmd1,0.192353,-0.273257,0.378089,0.366784
Brap,0.07,-0.255501,0.378014,0.36682
Sncaip,0.037941,0.106137,0.378013,0.36693
Hdac11,0.040882,0.427267,0.378012,0.367041
Cops4,0.212059,-0.367273,0.377916,0.367057
Zfp36,0.354412,0.019209,0.377276,0.366528
D18Ertd653e,0.055,-0.160344,0.377182,0.366546
Psmd2,0.103824,0.275328,0.377164,0.366639
Psmd10,0.027059,1.341823,0.377153,0.366739
Atp6v1b2,0.169118,-0.027117,0.377144,0.366842
Elovl1,0.250588,-0.631284,0.377062,0.366871
Armc1,0.066765,-0.099769,0.376329,0.366249
Vipar,0.076765,0.179096,0.376157,0.366188
Fars2,0.035588,-1.443045,0.375718,0.365861
Rnf11,0.155294,-0.828728,0.375534,0.365788
Dynlrb1,0.140294,-0.135146,0.375249,0.365614
Gtpbp2,0.035882,-0.098775,0.375142,0.365618
Supt7l,0.023529,-1.242038,0.375036,0.365624
Samd4b,0.093824,-0.730563,0.374919,0.365618
Pcnt,0.024118,0.741197,0.374543,0.365353
Sord,0.126765,-0.030839,0.374224,0.365145
9530068E07Rik,0.325294,0.182306,0.374101,0.365133
Msh6,0.036471,0.723256,0.374091,0.365234
Zfp513,0.113529,-1.160582,0.373861,0.365115
Por,0.095882,-0.550982,0.373621,0.364986
Timm17a,0.055294,-0.230774,0.373258,0.364733
Npat,0.077941,-0.808496,0.373231,0.364818
Zmym4,0.071176,0.198501,0.372943,0.364641
Cdk13,0.197353,-1.183167,0.372917,0.364725
5830433M19Rik,0.017353,-0.802753,0.372314,0.364454
Med31,0.017353,-0.658364,0.372314,0.364233
Uros,0.023235,-0.613838,0.372314,0.364344
Psma7,0.235,0.138278,0.372083,0.364333
Sec24a,0.029412,1.058471,0.371686,0.364048
Tsc22d2,0.104706,-0.736881,0.371399,0.363872
Atp9b,0.109412,-1.006757,0.371019,0.363602
Slc43a2,0.164412,-0.601255,0.370666,0.363359
Ppfibp1,0.02,-0.796069,0.370279,0.363083
Taldo1,0.294706,-0.173809,0.370026,0.36294
Zfr,0.139412,0.482378,0.369876,0.362901
Lgals3,0.012647,2.672484,0.369827,0.362963
Ergic1,0.089706,-0.144579,0.369301,0.362547
Phkg2,0.050294,0.155577,0.369127,0.362483
Uqcrc2,0.192941,-0.168038,0.369108,0.362574
Ythdf3,0.165294,-0.884612,0.369035,0.362612
Lipe,0.051176,-2.610981,0.368562,0.36225
Kin,0.023529,-1.583075,0.367958,0.361756
Haghl,0.023529,1.58685,0.367855,0.361763
Kat2a,0.031765,-0.713472,0.367569,0.361587
Hagh,0.097059,-0.964504,0.367546,0.361674
Sar1b,0.107059,-0.653465,0.367514,0.361752
Cat,0.098824,-0.665538,0.367294,0.361643
Rela,0.251471,-0.664645,0.367174,0.361633
Cct5,0.219118,0.094997,0.366917,0.361486
Dennd1b,0.115,-1.475282,0.366435,0.361115
Ssna1,0.036471,0.320709,0.36643,0.361219
Tcf25,0.247647,-0.030846,0.366407,0.361306
Zfp397,0.026471,0.783053,0.366249,0.361258
Eif2c4,0.018824,1.58685,0.365923,0.361042
Hsp90b1,1.983235,0.127854,0.365422,0.360651
Vhl,0.114118,-0.455068,0.365306,0.360645
Rnaseh2c,0.094412,-0.807967,0.365282,0.360731
Aurkaip1,0.055,0.404009,0.365065,0.360623
Nfatc1,0.161176,0.147558,0.364936,0.360605
Med26,0.057647,-1.924767,0.364925,0.360704
Zcchc24,0.069412,0.015408,0.364896,0.360784
Zfand3,0.155588,-0.521675,0.364437,0.360435
Ddx28,0.026471,0.799541,0.363787,0.359894
Map2k4,0.100588,-0.094037,0.3637,0.359917
Coasy,0.077059,-1.742029,0.363244,0.359571
Dnmt3a,0.140882,0.447717,0.363158,0.359595
Ap2m1,0.143529,-0.590981,0.362874,0.35942
Tln1,0.652059,-0.378549,0.362269,0.358924
Rad51l3,0.021176,-0.753,0.362174,0.358939
Vamp4,0.097059,-1.176808,0.362151,0.359026
Poldip2,0.062059,-0.043647,0.361959,0.358943
Psmc3,0.212059,-0.696109,0.36092,0.358014
Tkt,0.131176,0.042289,0.360582,0.357785
Bcl2l1,0.145588,-0.286433,0.36049,0.357803
Vps33a,0.084706,-0.84611,0.360229,0.357651
Gcc1,0.034412,-1.231048,0.360097,0.357628
Ppp5c,0.078529,-0.999915,0.35992,0.35756
Dnajb1,0.181765,-0.108584,0.359781,0.357531
Pnpla7,0.265294,0.00082,0.359648,0.357507
Mrpl9,0.051471,0.287642,0.359636,0.357604
Ndufab1,0.110588,-0.928211,0.359524,0.357601
Clec5a,0.240588,-0.007945,0.35952,0.357707
D6Wsu116e,0.217353,-0.615319,0.359513,0.357809
Kdm5a,0.118824,-0.848969,0.359495,0.3579
Klhl18,0.065882,-1.930999,0.35947,0.357984
Ehd4,0.414412,-0.366399,0.359198,0.357821
Terf1,0.079412,-2.600997,0.359192,0.357924
Tigd2,0.097647,-0.116813,0.359176,0.358017
Sh2b2,0.122941,-0.898117,0.358863,0.357813
Phc2,0.135294,0.057934,0.35855,0.357609
Mbtd1,0.107647,-0.326186,0.358509,0.357677
Smchd1,0.119706,-0.393979,0.358015,0.357293
Pdzd11,0.026471,1.040549,0.357901,0.357287
Suv420h1,0.133529,-0.886062,0.357597,0.357092
Ccnl2,0.111765,-0.737894,0.357365,0.356969
Fam193b,0.072647,-1.44398,0.35709,0.356802
Ccdc86,0.050588,0.238587,0.356338,0.356159
D14Ertd668e,0.028235,0.861709,0.356255,0.356185
Rnf5,0.123824,-0.510675,0.356072,0.356111
Prelid1,0.175294,-0.05629,0.355996,0.356144
Slc39a14,0.031471,0.549927,0.355706,0.355962
Slc24a3,0.126471,-0.736322,0.355663,0.356028
Rab11a,0.243235,-0.131861,0.355472,0.355945
Usp21,0.172647,-0.370901,0.355347,0.355929
Cyb5d2,0.039706,0.427572,0.355158,0.355848
Wwc2,0.064118,-1.078241,0.355107,0.355906
Ulk1,0.059412,-1.504321,0.355045,0.355953
Galnt1,0.292941,-0.431072,0.354726,0.355742
Vps11,0.084706,-0.694107,0.354584,0.355709
Cdc42bpa,0.022059,0.331064,0.354303,0.355536
Ccdc126,0.018824,1.001887,0.354132,0.355473
Atp10d,0.038824,-1.62747,0.354092,0.355542
Xrcc4,0.025588,0.558944,0.35406,0.355618
Dcaf7,0.091176,0.413819,0.353183,0.354849
Fam134c,0.071176,-1.801499,0.352965,0.35474
Prkx,0.073235,-1.173844,0.352897,0.354779
Faim,0.069706,-1.102585,0.352643,0.354634
Rps2,0.081176,0.278027,0.352641,0.35474
Tmem93,0.106471,0.139471,0.352602,0.354809
Gm12183,0.092941,-1.114267,0.352383,0.354698
Zfp560,0.026176,-0.473846,0.352378,0.354802
Rfesd,0.041176,-1.127396,0.352298,0.354829
Cdc37,0.148824,-0.19103,0.351875,0.354515
ORF19,0.070588,-1.242038,0.351822,0.35457
Mov10,0.029118,-0.549467,0.351736,0.354592
Dcaf15,0.040882,-1.157696,0.3517,0.354664
Rab11fip2,0.069412,-1.658364,0.3517,0.354772
Zfp592,0.082353,-0.5694,0.351548,0.354728
1110038F14Rik,0.037941,-1.179265,0.351325,0.354612
D2hgdh,0.023235,-0.716931,0.350457,0.353853
Lnp,0.037059,-1.238427,0.350232,0.353735
6430527G18Rik,0.140882,-0.805133,0.350131,0.353742
Ctdsp1,0.160882,-0.812224,0.350107,0.353826
Ern1,0.039412,-1.234127,0.350029,0.353856
Gcfc1,0.052647,0.034647,0.349949,0.353883
Samm50,0.07,0.363409,0.349706,0.353748
Pelp1,0.077059,0.027358,0.349701,0.353852
1600020E01Rik,0.053529,-1.505908,0.349686,0.353943
Srsf6,0.237647,-0.803882,0.349552,0.353918
Arf4,0.267059,-0.136605,0.34902,0.353493
Fubp1,0.156471,-0.53682,0.348924,0.353505
Tmem214,0.113824,0.195774,0.348836,0.353525
Mtif2,0.078235,-1.269124,0.34819,0.352986
Gpbp1,0.161471,-0.58922,0.347867,0.35277
Sssca1,0.163529,-0.368116,0.347773,0.352784
Dera,0.017353,-0.14379,0.347264,0.352382
BC032203,0.11,-0.457545,0.34707,0.352296
Dzip3,0.027353,0.831962,0.346961,0.352294
Unc13d,0.041176,-1.773759,0.346925,0.352366
Ykt6,0.174706,-0.906624,0.346783,0.352331
Zbtb22,0.027941,0.239386,0.346716,0.352371
Tab1,0.018824,0.189514,0.346627,0.352389
Tbl2,0.033529,-0.791475,0.346488,0.352358
Atg10,0.027353,-0.006757,0.34599,0.351967
Llgl1,0.02,-0.007573,0.345989,0.352074
Zswim1,0.032353,0.589761,0.345874,0.352065
Vps41,0.071765,-0.869957,0.345555,0.351854
2810453I06Rik,0.035588,-0.838974,0.34533,0.351736
Acd,0.035882,0.376958,0.34533,0.351842
Atad3a,0.026471,1.012534,0.345329,0.351949
Ado,0.067353,0.003986,0.345287,0.352014
Fkbp3,0.091176,-0.814806,0.345164,0.351998
Epsti1,0.033824,-0.398818,0.345152,0.352093
Sdad1,0.068529,-1.902941,0.344973,0.352021
Ccdc77,0.014412,-3.197785,0.344921,0.352076
Gm9769,0.006765,-2.6916,0.344921,0.352182
Pfkm,0.009706,-1.890504,0.344921,0.352289
Tead3,0.007941,-2.922925,0.344921,0.352396
Tet1,0.012353,-2.560355,0.344921,0.352503
Atp2a3,0.009412,-2.168038,0.34492,0.35261
Ippk,0.016765,-3.415965,0.34492,0.352716
Zscan20,0.009118,-2.122234,0.34492,0.352823
Pik3r2,0.054706,-1.152608,0.344781,0.352791
Dnajc13,0.175882,0.115755,0.344675,0.352791
Npc1,0.350294,-0.295883,0.344467,0.35269
Pes1,0.129118,-0.890833,0.344412,0.352741
Bud31,0.160588,-0.434247,0.343971,0.352407
Yes1,0.053824,-1.513813,0.343965,0.352508
Mrpl21,0.014412,0.426706,0.34316,0.35181
Tmem115,0.135882,-1.186897,0.343098,0.351854
Ddx3y,0.132647,-1.078131,0.343065,0.351927
Mrps11,0.047059,-1.583075,0.342957,0.351926
Ighmbp2,0.008824,-2.489966,0.342887,0.351962
Zfp524,0.021176,0.469392,0.342617,0.351799
39508,0.046176,1.426085,0.342435,0.351723
Ap3d1,0.132941,0.088599,0.342421,0.351816
Utp15,0.028235,-0.543547,0.342176,0.351678
Adh5,0.181176,-0.280006,0.342138,0.351746
Bmyc,0.226471,-0.183105,0.342047,0.351761
Inpp4a,0.024118,-0.718235,0.341534,0.351354
1700055D18Rik,0.013529,NaN,0.341113,0.35104
4933436C20Rik,0.002647,NaN,0.341113,0.351146
Adamtsl2,0.005294,NaN,0.341113,0.351252
Ahr,0.014118,NaN,0.341113,0.351359
B230206F22Rik,0.001176,NaN,0.341113,0.351465
Ccnb1,0.000588,NaN,0.341113,0.351571
Cmah,0.000882,NaN,0.341113,0.351677
D430041D05Rik,0.012059,NaN,0.341113,0.351783
Dmd,0.003235,NaN,0.341113,0.351889
Gm13479,0.003235,NaN,0.341113,0.351995
Gm15169,0.002353,NaN,0.341113,0.352101
Gm5069,0.015588,NaN,0.341113,0.352207
Gzmc,0.001176,NaN,0.341113,0.352313
Hba-a2,0.023529,NaN,0.341113,0.352419
Hexim2,0.002941,NaN,0.341113,0.352525
Hyls1,0.016176,NaN,0.341113,0.352631
Kcnab2,0.002059,NaN,0.341113,0.352737
Krtap16-1,0.014412,NaN,0.341113,0.352843
Paip2b,0.002941,NaN,0.341113,0.352949
Pdzrn4,0.015,NaN,0.341113,0.353054
Pydc4,0.002353,NaN,0.341113,0.35316
Rpp40,0.002059,NaN,0.341113,0.353266
Slc35f3,0.014706,NaN,0.341113,0.353371
Slc4a1,0.027059,NaN,0.341113,0.353477
Snap25,0.000882,NaN,0.341113,0.353583
Spaca1,0.017647,NaN,0.341113,0.353688
Timm8b,0.061176,0.435303,0.341103,0.353783
1110058L19Rik,0.028529,-0.153241,0.34093,0.353716
Brca2,0.019706,-2.649165,0.340858,0.353749
Cenpq,0.009118,-1.537272,0.340857,0.353854
Gm16586,0.008824,-1.267574,0.340857,0.35396
Prkab2,0.015,-1.840463,0.340857,0.354065
Sertad1,0.012059,-1.52559,0.340857,0.354171
Spata7,0.024118,-2.52559,0.340857,0.354276
Fam96a,0.087059,0.098242,0.340518,0.354043
Baz2a,0.086471,-0.975393,0.340485,0.354115
Dagla,0.071471,-1.569288,0.340444,0.354179
Gpr35,0.099118,-1.949933,0.340444,0.354284
Ddit3,0.080294,-0.402814,0.340414,0.35436
Psmd8,0.187353,-0.959625,0.340115,0.354166
Gdi1,0.139118,-0.824916,0.339905,0.354062
Prps2,0.100588,-1.078096,0.339897,0.354159
Ltbr,0.212647,-0.239625,0.339884,0.354251
A930007I19Rik,0.025,-0.822541,0.339643,0.354115
Mrp63,0.075882,-0.839415,0.339605,0.354182
4930453N24Rik,0.046765,-0.866211,0.339441,0.354123
Dapk3,0.045,-1.215972,0.339371,0.354158
Pddc1,0.073824,-1.139581,0.33932,0.354212
Dhdh,0.029706,-0.399985,0.33901,0.354007
Tmem67,0.006176,-0.39043,0.338833,0.353936
Atad5,0.011471,-0.54655,0.338832,0.354144
Nfkbil1,0.007647,-0.54655,0.338832,0.35404
Ankib1,0.059706,0.036991,0.338796,0.354213
Rnf220,0.139706,-0.059822,0.338631,0.354153
Zkscan1,0.073235,-0.701775,0.338542,0.354169
Birc2,0.043824,-1.065278,0.338439,0.354171
C1d,0.051765,-1.103908,0.338363,0.3542
Mfsd7b,0.030588,-0.510926,0.338292,0.354233
Cnot7,0.063235,0.341157,0.337852,0.353898
Rbms1,0.080882,0.456595,0.337636,0.353787
Yif1a,0.09,0.025785,0.337537,0.353793
Cct4,0.189412,0.115755,0.337256,0.353617
Hhex,0.271176,-0.387304,0.33716,0.353625
Isoc1,0.031765,0.007812,0.33709,0.35366
Sbno1,0.164412,0.040648,0.336884,0.353559
Eya4,0.014412,-0.39043,0.336811,0.353695
Mgl2,0.010882,-0.055563,0.336811,0.35359
Mobp,0.008824,0.247,0.336811,0.353799
Cpeb4,0.083235,-0.712783,0.336604,0.353697
Arpc2,1.105588,0.070873,0.336497,0.353695
Pfas,0.031471,-1.10215,0.336484,0.353786
Ei24,0.089412,-0.256094,0.336326,0.353733
Brix1,0.054706,-0.403416,0.336144,0.353655
Zfp106,0.109412,0.364266,0.336084,0.353699
Nol9,0.050882,-1.245114,0.336082,0.353802
Psmg1,0.031176,-1.436527,0.335854,0.353678
Ppp6c,0.123529,-0.987466,0.335578,0.353506
Trim44,0.13,-0.283515,0.33516,0.353193
