ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,
GO:0045686,negative regulation of glial cell differentiation,Jan-60,34/15833,0.12122338,0.209280042,0.144957641,Id2,1,
GO:0046885,regulation of hormone biosynthetic process,Jan-60,34/15833,0.12122338,0.209280042,0.144957641,Il1b,1,
GO:0050869,negative regulation of B cell activation,Jan-60,34/15833,0.12122338,0.209280042,0.144957641,Id2,1,
GO:0051973,positive regulation of telomerase activity,Jan-60,34/15833,0.12122338,0.209280042,0.144957641,Hsp90aa1,1,
GO:0071385,cellular response to glucocorticoid stimulus,Jan-60,34/15833,0.12122338,0.209280042,0.144957641,Zfp36,1,
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,Jan-60,34/15833,0.12122338,0.209280042,0.144957641,Fos,1,
GO:2000516,positive regulation of CD4-positive, alpha-beta T cell activation,Jan-60,34/15833,0.12122338,0.209280042,0.144957641,Cd83,1
GO:0032874,positive regulation of stress-activated MAPK cascade,Feb-60,159/15833,0.121814174,0.210131885,0.145547669,Gadd45b/Il1b,2,
GO:0070304,positive regulation of stress-activated protein kinase signaling cascade,Feb-60,160/15833,0.123067843,0.211488613,0.146487406,Gadd45b/Il1b,2,
GO:0007187,G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,Feb-60,161/15833,0.124324727,0.211488613,0.146487406,P2ry12/Cxcl10,2
GO:0042445,hormone metabolic process,Feb-60,161/15833,0.124324727,0.211488613,0.146487406,Spp1/Il1b,2,
GO:0002686,negative regulation of leukocyte migration,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Dusp1,1,
GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Nfkbia,1,
GO:0006826,iron ion transport,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Fth1,1,
GO:0009620,response to fungus,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Tlr2,1,
GO:0014002,astrocyte development,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Il1b,1,
GO:0021772,olfactory bulb development,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Id2,1,
GO:0033006,regulation of mast cell activation involved in immune response,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Hmox1,1,
GO:0038084,vascular endothelial growth factor signaling pathway,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Cd63,1,
GO:0042092,type 2 immune response,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Cd74,1,
GO:0045601,regulation of endothelial cell differentiation,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Il1b,1,
GO:0045923,positive regulation of fatty acid metabolic process,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Il1b,1,
GO:0046640,regulation of alpha-beta T cell proliferation,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Vsir,1,
GO:0048821,erythrocyte development,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Klf2,1,
GO:0051084,'de novo' posttranslational protein folding,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Cd74,1,
GO:0070229,negative regulation of lymphocyte apoptotic process,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Cd74,1,
GO:0071384,cellular response to corticosteroid stimulus,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Zfp36,1,
GO:1902692,regulation of neuroblast proliferation,Jan-60,35/15833,0.124560717,0.211488613,0.146487406,Cx3cr1,1,
GO:0045787,positive regulation of cell cycle,Mar-60,325/15833,0.125322996,0.212448567,0.147152317,Rpl23/Il1b/Id2,3,
GO:0052547,regulation of peptidase activity,Mar-60,325/15833,0.125322996,0.212448567,0.147152317,Cst7/Vsir/Cst3,3,
GO:0050821,protein stabilization,Feb-60,162/15833,0.125584786,0.21272525,0.147343961,Rpl23/Hsp90aa1,2,
GO:0006458,'de novo' protein folding,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Cd74,1,
GO:0021799,cerebral cortex radially oriented cell migration,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,P2ry12,1,
GO:0030195,negative regulation of blood coagulation,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Apoe,1,
GO:0035794,positive regulation of mitochondrial membrane permeability,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Ier3,1,
GO:0043368,positive T cell selection,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Cd74,1,
GO:0045746,negative regulation of Notch signaling pathway,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Nfkbia,1,
GO:0046460,neutral lipid biosynthetic process,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Lpl,1,
GO:0046463,acylglycerol biosynthetic process,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Lpl,1,
GO:0048255,mRNA stabilization,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Zfp36,1,
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Cxcl10,1,
GO:0071715,icosanoid transport,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Il1b,1,
GO:0090207,regulation of triglyceride metabolic process,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Apoe,1,
GO:1901571,fatty acid derivative transport,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Il1b,1,
GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Cd74,1,
GO:2000279,negative regulation of DNA biosynthetic process,Jan-60,36/15833,0.127885591,0.214101711,0.148297366,Dusp1,1,
GO:0019935,cyclic-nucleotide-mediated signaling,Feb-60,165/15833,0.129383605,0.215939535,0.149570333,Apoe/Cxcl10,2,
GO:0048469,cell maturation,Feb-60,165/15833,0.129383605,0.215939535,0.149570333,Id2/Klf2,2,
GO:0071804,cellular potassium ion transport,Feb-60,165/15833,0.129383605,0.215939535,0.149570333,Cd63/P2ry12,2,
GO:0071805,potassium ion transmembrane transport,Feb-60,165/15833,0.129383605,0.215939535,0.149570333,Cd63/P2ry12,2,
GO:0050678,regulation of epithelial cell proliferation,Mar-60,331/15833,0.130390457,0.216788197,0.150158158,Apoe/Zfp36/Hmox1,3,
GO:0001764,neuron migration,Feb-60,166/15833,0.130655956,0.216788197,0.150158158,Axl/Hsp90aa1,2,
GO:0010466,negative regulation of peptidase activity,Feb-60,166/15833,0.130655956,0.216788197,0.150158158,Cst7/Cst3,2,
GO:0001782,B cell homeostasis,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Cd74,1,
GO:0007616,long-term memory,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Apoe,1,
GO:0021988,olfactory lobe development,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Id2,1,
GO:0030261,chromosome condensation,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,H3f3b,1,
GO:0032814,regulation of natural killer cell activation,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Axl,1,
GO:0035307,positive regulation of protein dephosphorylation,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Ppp1r15a,1,
GO:0043616,keratinocyte proliferation,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Zfp36,1,
GO:0046627,negative regulation of insulin receptor signaling pathway,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Il1b,1,
GO:0050819,negative regulation of coagulation,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Apoe,1,
GO:1900047,negative regulation of hemostasis,Jan-60,37/15833,0.131198047,0.216788197,0.150158158,Apoe,1,
GO:0120032,regulation of plasma membrane bounded cell projection assembly,Feb-60,167/15833,0.13193128,0.217832978,0.150881825,P2ry12/Hsp90aa1,2,
GO:0060491,regulation of cell projection assembly,Feb-60,168/15833,0.133209536,0.219054313,0.151727781,P2ry12/Hsp90aa1,2,
GO:0022408,negative regulation of cell-cell adhesion,Feb-60,169/15833,0.134490686,0.219054313,0.151727781,Cd74/Vsir,2,
GO:0001937,negative regulation of endothelial cell proliferation,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Apoe,1,
GO:0006024,glycosaminoglycan biosynthetic process,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Il1b,1,
GO:0006110,regulation of glycolytic process,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Ier3,1,
GO:0030811,regulation of nucleotide catabolic process,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Ier3,1,
GO:0032459,regulation of protein oligomerization,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Apoe,1,
GO:0033059,cellular pigmentation,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Cd63,1,
GO:0042398,cellular modified amino acid biosynthetic process,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Ckb,1,
GO:0046633,alpha-beta T cell proliferation,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Vsir,1,
GO:0050931,pigment cell differentiation,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Cd63,1,
GO:0060251,regulation of glial cell proliferation,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Il1b,1,
GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Ier3,1,
GO:1902743,regulation of lamellipodium organization,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Hsp90aa1,1,
GO:1903573,negative regulation of response to endoplasmic reticulum stress,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Ppp1r15a,1,
GO:1903672,positive regulation of sprouting angiogenesis,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Hmox1,1,
GO:1905521,regulation of macrophage migration,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,P2ry12,1,
GO:1905710,positive regulation of membrane permeability,Jan-60,38/15833,0.13449813,0.219054313,0.151727781,Ier3,1,
GO:0003018,vascular process in circulatory system,Feb-60,170/15833,0.135774689,0.220966651,0.15305236,Apoe/Ccl4,2,
GO:0006839,mitochondrial transport,Feb-60,171/15833,0.137061507,0.222228657,0.153926488,Ier3/Hsp90aa1,2,
GO:0044242,cellular lipid catabolic process,Feb-60,171/15833,0.137061507,0.222228657,0.153926488,Apoe/Lpl,2,
GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Vsir,1,
GO:0009593,detection of chemical stimulus,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Tlr2,1,
GO:0030501,positive regulation of bone mineralization,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Tmem119,1,
GO:0033628,regulation of cell adhesion mediated by integrin,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,P2ry12,1,
GO:0043331,response to dsRNA,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Nfkbia,1,
GO:0045740,positive regulation of DNA replication,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Cst3,1,
GO:0045777,positive regulation of blood pressure,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Id2,1,
GO:0050691,regulation of defense response to virus by host,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Il1b,1,
GO:0060964,regulation of gene silencing by miRNA,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Zfp36,1,
GO:0090049,regulation of cell migration involved in sprouting angiogenesis,Jan-60,39/15833,0.137785887,0.222228657,0.153926488,Hmox1,1,
GO:0006695,cholesterol biosynthetic process,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,Apoe,1,
GO:0007520,myoblast fusion,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,Cxcl10,1,
GO:0021955,central nervous system neuron axonogenesis,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,Hsp90aa1,1,
GO:0043277,apoptotic cell clearance,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,Axl,1,
GO:0046636,negative regulation of alpha-beta T cell activation,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,Vsir,1,
GO:0048806,genitalia development,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,Axl,1,
GO:0070527,platelet aggregation,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,P2ry12,1,
GO:0097178,ruffle assembly,Jan-60,40/15833,0.141061361,0.2261593,0.156649044,P2ry12,1,
GO:0032869,cellular response to insulin stimulus,Feb-60,175/15833,0.142236157,0.227873516,0.157836395,Lpl/Il1b,2,
GO:0001941,postsynaptic membrane organization,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Apoe,1,
GO:0010677,negative regulation of cellular carbohydrate metabolic process,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Ier3,1,
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Ier3,1,
GO:0030890,positive regulation of B cell proliferation,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Cd74,1,
GO:0033013,tetrapyrrole metabolic process,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Hmox1,1,
GO:0034198,cellular response to amino acid starvation,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Atf3,1,
GO:0042987,amyloid precursor protein catabolic process,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Apoe,1,
GO:0043489,RNA stabilization,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Zfp36,1,
GO:0071364,cellular response to epidermal growth factor stimulus,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Zfp36,1,
GO:0098754,detoxification,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Mt1,1,
GO:1902653,secondary alcohol biosynthetic process,Jan-60,41/15833,0.144324599,0.229346455,0.158856624,Apoe,1,
GO:0007568,aging,Feb-60,177/15833,0.144839375,0.229995122,0.159305923,Apoe/Id2,2,
GO:0060249,anatomical structure homeostasis,Mar-60,349/15833,0.146020058,0.231699474,0.160486441,Spp1/Tmem119/Hsp90aa1,3,
GO:1990138,neuron projection extension,Feb-60,178/15833,0.146144825,0.231727063,0.160505551,Apoe/Hsp90aa1,2,
GO:0046328,regulation of JNK cascade,Feb-60,179/15833,0.147452787,0.232458572,0.16101223,Gadd45b/Il1b,2,
GO:0002707,negative regulation of lymphocyte mediated immunity,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Vsir,1,
GO:0032892,positive regulation of organic acid transport,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Il1b,1,
GO:0045776,negative regulation of blood pressure,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Ier3,1,
GO:0060147,regulation of posttranscriptional gene silencing,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Zfp36,1,
GO:0060966,regulation of gene silencing by RNA,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Zfp36,1,
GO:0061028,establishment of endothelial barrier,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Il1b,1,
GO:1901616,organic hydroxy compound catabolic process,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Apoe,1,
GO:2000404,regulation of T cell migration,Jan-60,42/15833,0.147575646,0.232458572,0.16101223,Cxcl10,1,
GO:0042692,muscle cell differentiation,Mar-60,352/15833,0.148684159,0.234033855,0.162103348,H3f3b/Tmem119/Cxcl10,3,
GO:0032873,negative regulation of stress-activated MAPK cascade,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Dusp1,1,
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Cd74,1,
GO:0050435,amyloid-beta metabolic process,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Apoe,1,
GO:0051955,regulation of amino acid transport,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Il1b,1,
GO:0060412,ventricular septum morphogenesis,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Id2,1,
GO:0060612,adipose tissue development,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Id2,1,
GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Dusp1,1,
GO:1902373,negative regulation of mRNA catabolic process,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Zfp36,1,
GO:1903018,regulation of glycoprotein metabolic process,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Cst3,1,
GO:1904036,negative regulation of epithelial cell apoptotic process,Jan-60,43/15833,0.150814545,0.235668203,0.163235378,Hmox1,1,
GO:0021953,central nervous system neuron differentiation,Feb-60,182/15833,0.151391376,0.2363984,0.163741148,Btg2/Hsp90aa1,2,
GO:0048545,response to steroid hormone,Feb-60,183/15833,0.152709018,0.238283486,0.165046851,Spp1/Zfp36,2,
GO:0051224,negative regulation of protein transport,Feb-60,184/15833,0.15402899,0.238495202,0.165193496,Apoe/Il1b,2,
GO:0002820,negative regulation of adaptive immune response,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Vsir,1,
GO:0015909,long-chain fatty acid transport,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Apoe,1,
GO:0031638,zymogen activation,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Vsir,1,
GO:0044060,regulation of endocrine process,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Il1b,1,
GO:0050850,positive regulation of calcium-mediated signaling,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Ccl4,1,
GO:0051055,negative regulation of lipid biosynthetic process,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Apoe,1,
GO:0070169,positive regulation of biomineral tissue development,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Tmem119,1,
GO:0070849,response to epidermal growth factor,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Zfp36,1,
GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II,Jan-60,44/15833,0.154041342,0.238495202,0.165193496,Fos,1,
GO:0007517,muscle organ development,Mar-60,358/15833,0.154060385,0.238495202,0.165193496,Atf3/Fos/Btg2,3,
GO:0043112,receptor metabolic process,Feb-60,185/15833,0.155351256,0.240149004,0.166339001,Apoe/Cd63,2,
GO:0043542,endothelial cell migration,Feb-60,185/15833,0.155351256,0.240149004,0.166339001,Apoe/Hmox1,2,
GO:0002253,activation of immune response,Mar-60,360/15833,0.155866365,0.24077281,0.16677108,Nfkbia/Tlr2/Il1b,3,
GO:0001662,behavioral fear response,Jan-60,45/15833,0.157256082,0.241880701,0.16753846,Apoe,1,
GO:0010596,negative regulation of endothelial cell migration,Jan-60,45/15833,0.157256082,0.241880701,0.16753846,Apoe,1,
GO:0010718,positive regulation of epithelial to mesenchymal transition,Jan-60,45/15833,0.157256082,0.241880701,0.16753846,Il1b,1,
GO:0045581,negative regulation of T cell differentiation,Jan-60,45/15833,0.157256082,0.241880701,0.16753846,Cd74,1,
GO:0045668,negative regulation of osteoblast differentiation,Jan-60,45/15833,0.157256082,0.241880701,0.16753846,Id2,1,
GO:1990928,response to amino acid starvation,Jan-60,45/15833,0.157256082,0.241880701,0.16753846,Atf3,1,
GO:0006402,mRNA catabolic process,Feb-60,187/15833,0.158002528,0.242855738,0.168213818,Btg2/Zfp36,2,
GO:0016236,macroautophagy,Feb-60,188/15833,0.159331464,0.244724057,0.169507907,Tlr2/Hmox1,2,
GO:0002209,behavioral defense response,Jan-60,46/15833,0.160458807,0.244851548,0.169596214,Apoe,1,
