	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Rps3a1.2	7.25798159612302e-155	0.490397762297407	0.989	0.887	1.39962917099636e-150	11	Rps3a1
Rpl37a.3	4.83483947337992e-154	0.498920618975396	0.994	0.887	9.32350444046585e-150	11	Rpl37a
Rpl34.3	7.17708711163923e-150	0.482148703233131	0.986	0.879	1.38402947860851e-145	11	Rpl34
Ifi27l2a.2	2.63044825424259e-145	0.473127823639057	0.484	0.156	5.07255641348141e-141	11	Ifi27l2a
Rpl36.3	1.84404595270188e-144	0.51108276611989	0.962	0.752	3.5560582151903e-140	11	Rpl36
Rps10.3	2.40839521218547e-144	0.447734430353103	0.995	0.897	4.64434932717846e-140	11	Rps10
Rps18.3	1.08302046237083e-143	0.567531795332377	0.938	0.684	2.08849665963591e-139	11	Rps18
Rpl39.3	9.20304985500092e-141	0.464883977657091	0.989	0.893	1.77471613403838e-136	11	Rpl39
Rps4x.3	7.63979640161974e-139	0.432722593501043	0.996	0.903	1.47325833808835e-134	11	Rps4x
Rps15.3	8.75923666765738e-139	0.482782873710485	0.979	0.827	1.68913119899105e-134	11	Rps15
Rpl28.3	9.0756848913713e-133	0.460377981062227	0.977	0.852	1.75015507445204e-128	11	Rpl28
Rps8.3	4.52908458304581e-132	0.441610021826851	0.994	0.899	8.73388670994554e-128	11	Rps8
Rps3.2	2.42960239421781e-131	0.430165061172549	0.986	0.88	4.68524525700962e-127	11	Rps3
Rpl38.3	1.15034058353787e-130	0.483205546763984	0.94	0.715	2.21831678129443e-126	11	Rpl38
Chchd10.1	1.86401359665425e-128	0.254041177677563	0.312	0.078	3.59456381978806e-124	11	Chchd10
Rpl27a.3	2.19819340467586e-128	0.416479152225065	0.996	0.917	4.23899616157694e-124	11	Rpl27a
Rps26.3	2.99993200572364e-128	0.485933464332282	0.94	0.698	5.78506887983746e-124	11	Rps26
Rps9.3	5.39158569769429e-123	0.391545175119307	0.996	0.921	1.03971338594337e-118	11	Rps9
Rpl35a.3	1.07280241784252e-122	0.406651035397267	0.994	0.899	2.06879218256751e-118	11	Rpl35a
Rps21.3	2.41079829147716e-120	0.42435415020148	0.99	0.889	4.64898342528456e-116	11	Rps21
Rpl7.2	7.18502059962384e-120	0.437407733275738	0.975	0.816	1.38555937243146e-115	11	Rpl7
Gimap6.1	1.81989096655537e-119	0.263911922731644	0.322	0.087	3.50947773990537e-115	11	Gimap6
Rpl30.3	5.98130268130806e-119	0.408057753884156	0.985	0.896	1.15343440906345e-114	11	Rpl30
Stk17b.1	7.97514049894241e-119	0.306643959154961	0.433	0.145	1.53792609381605e-114	11	Stk17b
Cd52.5	4.05423495782446e-118	0.476819667047539	0.791	0.433	7.81818669266868e-114	11	Cd52
mt-Co1.5	3.10122232169277e-117	0.401415332868064	0.999	0.961	5.98039712515235e-113	11	mt-Co1
Rpl9.2	7.9265672459242e-117	0.450180947152786	0.943	0.745	1.52855922770402e-112	11	Rpl9
Dnajb1.5	4.28056366518768e-115	0.620589153635726	0.72	0.365	8.25463897194792e-111	11	Dnajb1
Rpl22.3	8.3843517153046e-115	0.421656600285813	0.95	0.716	1.61683838477934e-110	11	Rpl22
Rps11.4	9.22042395055655e-115	0.408981808826806	0.994	0.899	1.77806655462532e-110	11	Rps11
Rps28.3	2.61224568299961e-114	0.441433411193635	0.956	0.774	5.03745457509644e-110	11	Rps28
Rps23.3	4.11828064864649e-109	0.386447079928411	0.989	0.876	7.9416924028499e-105	11	Rps23
Rack1.3	4.0423311438128e-108	0.422094043996341	0.957	0.777	7.79523137772859e-104	11	Rack1
Rps6.2	1.94224558855277e-105	0.416227550324793	0.943	0.738	3.74542639296516e-101	11	Rps6
Rpl26.3	2.56037957286439e-105	0.427170123555565	0.984	0.848	4.9374359683117e-101	11	Rpl26
Shisa5.2	1.41140835434824e-104	0.383811596154265	0.634	0.319	2.72175987052514e-100	11	Shisa5
Rplp2.3	1.83691227014019e-101	0.383560670685023	0.97	0.806	3.54230162173835e-97	11	Rplp2
Rpl41.3	1.80321075428319e-100	0.380983214985209	0.98	0.889	3.47731161855971e-96	11	Rpl41
Crip1.2	5.83215219427964e-100	0.412259384696253	0.399	0.14	1.12467222914489e-95	11	Crip1
Serp1	1.14485951217599e-94	0.298395159167579	0.487	0.201	2.20774708328018e-90	11	Serp1
Rps27a.3	2.40231243014553e-94	0.352761070294369	0.994	0.907	4.63261929029265e-90	11	Rps27a
Rpl37.3	9.5181829163232e-94	0.345248375176788	0.984	0.869	1.83548639358377e-89	11	Rpl37
Rplp0.3	1.17386835333671e-93	0.389564278132696	0.982	0.872	2.26368773257451e-89	11	Rplp0
Rpl14.2	2.99253780314652e-93	0.38734132144382	0.947	0.769	5.77080989958775e-89	11	Rpl14
Rpl6.3	7.73049028212671e-91	0.358385707457713	0.98	0.826	1.49074774600532e-86	11	Rpl6
Rpl4.2	2.08402046440256e-90	0.385174117379698	0.899	0.653	4.01882506355389e-86	11	Rpl4
Rpl10a.4	3.95056966507112e-90	0.375193877031857	0.972	0.799	7.61827854212314e-86	11	Rpl10a
Rpl5.2	8.51472860128545e-89	0.368512030562745	0.95	0.779	1.64198026347189e-84	11	Rpl5
Rps2.3	1.45382880454582e-87	0.421887166225899	0.888	0.663	2.80356346668617e-83	11	Rps2
Rac2.2	1.79897524951207e-87	0.33101701388406	0.614	0.315	3.46914387115907e-83	11	Rac2
Rpl23a.2	5.51672630678e-87	0.363906877478737	0.913	0.663	1.06384550099946e-82	11	Rpl23a
Hspa1b.5	5.83378934116913e-86	0.505623062135948	0.887	0.649	1.12498793655106e-81	11	Hspa1b
Hexb.5	3.48733218921049e-82	-0.322744216751499	0.995	0.963	6.72497139367352e-78	11	Hexb
mt-Atp6.5	5.47673433733381e-80	0.311500423269865	0.999	0.965	1.05613344961145e-75	11	mt-Atp6
Hspe1.4	7.17933417732417e-79	0.382447709963872	0.813	0.531	1.38446280275519e-74	11	Hspe1
Rpl11.2	3.51629647057852e-78	0.329066224293783	0.952	0.786	6.78082611386362e-74	11	Rpl11
Rps25.3	4.32477002159495e-78	0.337006644138851	0.961	0.791	8.3398865096437e-74	11	Rps25
Tsc22d3.2	3.87386569553232e-77	0.357145903202835	0.572	0.295	7.47036260726453e-73	11	Tsc22d3
Eif3f.2	9.90913290617601e-77	0.322073701471815	0.746	0.461	1.91087718962698e-72	11	Eif3f
C1qa.5	5.09413488006676e-76	-0.286268577851654	0.994	0.961	9.82352970272075e-72	11	C1qa
Btg1.3	1.99637011465644e-75	0.395064333832872	0.793	0.535	3.84980012910349e-71	11	Btg1
Rpl24.3	4.71091836192476e-75	0.352825064616796	0.906	0.708	9.0845349691357e-71	11	Rpl24
mt-Co2.4	2.88121379476227e-74	0.304206032950716	1	0.958	5.55613268181956e-70	11	mt-Co2
Rpl15.2	1.46706192537124e-73	0.331609810615813	0.935	0.762	2.8290822168859e-69	11	Rpl15
Ptma.4	1.49305559021839e-73	0.366700747829661	0.947	0.757	2.87920840017715e-69	11	Ptma
Eef1a1.4	3.09497787284785e-71	0.277354723460425	0.999	0.946	5.9683553299998e-67	11	Eef1a1
Rpl36a.3	5.10577922769086e-71	0.327972778506414	0.78	0.516	9.84598466267906e-67	11	Rpl36a
Srgn.3	6.62590520273072e-70	0.34521815569375	0.745	0.472	1.27773955929459e-65	11	Srgn
Rpl21.3	2.37864778300844e-69	0.386877982190721	0.946	0.768	4.58698438475347e-65	11	Rpl21
C1qc.5	1.0934890646965e-66	-0.297217848217779	0.984	0.952	2.10868431236074e-62	11	C1qc
Hsp90ab1.4	3.63653301325053e-66	0.3297310511683	0.987	0.856	7.01269026275232e-62	11	Hsp90ab1
Lgmn.5	4.03139214004038e-66	-0.312504118264079	0.984	0.948	7.77413660285386e-62	11	Lgmn
Ctss.6	5.05016728510061e-65	-0.291537600980184	0.99	0.955	9.73874259258802e-61	11	Ctss
Hsph1.4	7.28269468499021e-65	0.335601667448203	0.622	0.34	1.40439484305351e-60	11	Hsph1
Rpl3.3	1.01001407714792e-63	0.297265980057668	0.954	0.807	1.94771114637205e-59	11	Rpl3
Hspa1a.5	3.87403203498839e-63	0.444760190882154	0.957	0.828	7.47068337627161e-59	11	Hspa1a
Rpl29.3	6.00953937170189e-61	0.355186528234229	0.693	0.447	1.15887957243899e-56	11	Rpl29
C1qb.5	1.27030202201249e-59	-0.287118534869057	0.992	0.958	2.44965041924889e-55	11	C1qb
Rpl22l1.3	2.39252153291772e-59	0.297629388375536	0.597	0.346	4.61373852407853e-55	11	Rpl22l1
mt-Co3.4	8.69035966094406e-57	0.25802317325351	1	0.968	1.67584895701645e-52	11	mt-Co3
Rps12.5	8.82802908151844e-57	0.283796966352333	0.981	0.861	1.70239712808002e-52	11	Rps12
Naca.2	9.65044527573895e-57	0.282939007682386	0.819	0.607	1.8609918669735e-52	11	Naca
Ctsd.6	1.07630353117119e-56	-0.319875274066832	0.999	0.968	2.07554372951053e-52	11	Ctsd
Eef1g.2	3.37926609269238e-54	0.266583452240833	0.59	0.353	6.51657673314799e-50	11	Eef1g
Rpl31.2	3.49095602210034e-54	0.263197666652209	0.681	0.432	6.73195959301829e-50	11	Rpl31
Sh3bgrl3.2	1.03220024551686e-53	0.293653782734924	0.78	0.554	1.9904949534547e-49	11	Sh3bgrl3
Cd81.4	3.52309455170213e-53	-0.276791875151374	0.971	0.944	6.79393553350239e-49	11	Cd81
Arhgdib.2	1.75220784927329e-52	0.26719282422493	0.696	0.468	3.37895761653861e-48	11	Arhgdib
Itm2b.3	3.54668270934684e-52	-0.256479299278697	0.982	0.953	6.83942293670445e-48	11	Itm2b
Eef1b2.3	1.44218151668185e-51	0.271209189346741	0.867	0.656	2.78110283676927e-47	11	Eef1b2
Coro1a.3	1.98311728683634e-51	0.269170440974056	0.853	0.639	3.8242433759352e-47	11	Coro1a
H2-D1.6	2.12189131822389e-51	0.255876430476702	0.896	0.659	4.09185521806295e-47	11	H2-D1
Csf1r.4	2.43972974460671e-51	-0.273609007504282	0.97	0.943	4.70477483949957e-47	11	Csf1r
H2-DMa.1	3.6710340271534e-50	0.261527703557813	0.617	0.381	7.07922201796261e-46	11	H2-DMa
Eef2.2	2.59936879811285e-49	0.266880688796994	0.891	0.697	5.01262279028082e-45	11	Eef2
Ppp1r15a.4	1.08223891563018e-48	0.295276315384428	0.739	0.49	2.08698952490123e-44	11	Ppp1r15a
Cd37.1	8.74412268816036e-48	0.283140187184776	0.758	0.558	1.68621661918484e-43	11	Cd37
Trem2.4	1.53850570389343e-47	-0.281253194436871	0.951	0.933	2.96685439938809e-43	11	Trem2
Dnaja1.4	3.45519044608235e-47	0.256326629199773	0.765	0.505	6.6629892562252e-43	11	Dnaja1
Hspd1.3	9.72691021754538e-46	0.254452478844061	0.643	0.401	1.87573736635145e-41	11	Hspd1
Ly6e.1	6.0585494968092e-44	0.270927983971937	0.82	0.596	1.16833068496469e-39	11	Ly6e
H2-K1.5	1.28874242220963e-43	0.254548362785207	0.845	0.621	2.48521088698906e-39	11	H2-K1
Klf2.5	2.58822561005648e-43	0.314109862777354	0.942	0.75	4.99113426643292e-39	11	Klf2
Cst3.5	1.2586212917301e-33	-0.288915509757302	1	0.994	2.42712529897233e-29	11	Cst3
Fcgr3.4	1.57972852369427e-31	-0.264428883225186	0.778	0.842	3.04634848509202e-27	11	Fcgr3
Sparc.4	6.8977989645699e-31	-0.254980834293147	0.965	0.94	1.33017155232766e-26	11	Sparc
Selplg.4	3.21412488860388e-27	-0.264991509496078	0.928	0.912	6.19811843518373e-23	11	Selplg
Ttr.6	1.32775723444135e-26	-0.494861185898032	0.931	0.932	2.56044705089669e-22	11	Ttr
Ctsl.4	1.31456603024717e-24	-0.252860319513594	0.815	0.852	2.53500913272864e-20	11	Ctsl
Gpr34.5	1.50298502003436e-23	-0.287061665477735	0.719	0.77	2.89835631263425e-19	11	Gpr34
Hbb-bs.10	7.24543111176414e-20	-1.19429412556591	0.975	0.964	1.3972089355926e-15	11	Hbb-bs
P2ry12.6	4.38837219255517e-18	-0.270656933613779	0.859	0.854	8.4625369361234e-14	11	P2ry12
Hba-a1.10	1.81442087775632e-16	-1.07991731565092	0.467	0.576	3.49892922066528e-12	11	Hba-a1
Hba-a2.10	3.38398554331765e-11	-1.07044318969649	0.436	0.528	6.52567772173376e-07	11	Hba-a2
Hbb-bt.10	0.000179361229013509	-0.819845635835162	0.423	0.459	1	11	Hbb-bt
Lyz2.6	0.000269111094605563	0.374070741011363	0.548	0.502	1	11	Lyz2
Cldn5	0	1.84891365906339	0.889	0.034	0	12	Cldn5
Bsg.2	0	1.76651273281263	0.971	0.691	0	12	Bsg
Ly6c1	0	1.72763359443982	0.923	0.056	0	12	Ly6c1
Flt1	0	1.42535014821116	0.918	0.028	0	12	Flt1
Itm2a	0	1.41011399208249	0.842	0.033	0	12	Itm2a
Pltp.1	0	1.34023804627519	0.871	0.07	0	12	Pltp
Ly6a	0	1.33925031005786	0.753	0.035	0	12	Ly6a
Cxcl12	0	1.20012811566416	0.666	0.017	0	12	Cxcl12
Slc2a1.1	0	1.13166778882019	0.801	0.123	0	12	Slc2a1
Igfbp7.1	0	1.11318438886529	0.802	0.066	0	12	Igfbp7
Sptbn1.2	0	1.07617411266076	0.877	0.074	0	12	Sptbn1
Tsc22d1.2	0	1.02223067980717	0.853	0.153	0	12	Tsc22d1
Spock2	0	0.979354339953985	0.716	0.016	0	12	Spock2
Slco1a4	0	0.967255107645354	0.731	0.015	0	12	Slco1a4
Ramp2	0	0.92320860714112	0.746	0.025	0	12	Ramp2
Egfl7	0	0.890590367608461	0.763	0.018	0	12	Egfl7
Ctla2a.1	0	0.885631305056585	0.581	0.03	0	12	Ctla2a
Id3.1	0	0.858532553939124	0.719	0.064	0	12	Id3
Crip2.2	0	0.801927051743692	0.712	0.045	0	12	Crip2
Slc9a3r2.1	0	0.783163973543661	0.678	0.026	0	12	Slc9a3r2
Ifitm3.2	0	0.737023242955984	0.692	0.149	0	12	Ifitm3
Pglyrp1	0	0.734373239883338	0.586	0.021	0	12	Pglyrp1
Tm4sf1.2	0	0.724201783913155	0.535	0.045	0	12	Tm4sf1
Epas1.1	0	0.70999778168441	0.644	0.031	0	12	Epas1
Id1	0	0.709927627900104	0.53	0.035	0	12	Id1
Timp3.2	0	0.704448989956381	0.525	0.036	0	12	Timp3
Emcn	0	0.69240733238152	0.584	0.012	0	12	Emcn
Slco1c1	0	0.691249606728923	0.61	0.016	0	12	Slco1c1
Igf1r	0	0.688804929903183	0.629	0.079	0	12	Igf1r
Ablim1.1	0	0.674988888550258	0.642	0.042	0	12	Ablim1
Abcb1a	0	0.663564063688912	0.637	0.008	0	12	Abcb1a
Sparcl1.2	0	0.661930029243814	0.69	0.087	0	12	Sparcl1
Esam.1	0	0.632586809774058	0.608	0.019	0	12	Esam
Ptprb	0	0.626636897286807	0.586	0.007	0	12	Ptprb
Adgrf5	0	0.623345054659228	0.584	0.009	0	12	Adgrf5
Sgms1	0	0.614804518718833	0.632	0.09	0	12	Sgms1
Abcg2	0	0.588625163012063	0.624	0.089	0	12	Abcg2
Cyr61	0	0.578272606741061	0.363	0.026	0	12	Cyr61
Adgrl4	0	0.576804234914259	0.55	0.006	0	12	Adgrl4
Car4.1	0	0.552415822844232	0.409	0.017	0	12	Car4
Pecam1	0	0.551791027697603	0.574	0.034	0	12	Pecam1
Vwa1	0	0.544926342381616	0.501	0.013	0	12	Vwa1
Rgcc.1	0	0.531946445896393	0.436	0.025	0	12	Rgcc
Ndrg1	0	0.52663663375272	0.538	0.03	0	12	Ndrg1
Fn1	0	0.50271609876319	0.479	0.021	0	12	Fn1
Jcad	0	0.498348669213715	0.494	0.008	0	12	Jcad
Gng11.1	0	0.487434403334936	0.499	0.034	0	12	Gng11
Kitl	0	0.472284697030609	0.489	0.047	0	12	Kitl
Kdr	0	0.461818421126175	0.387	0.019	0	12	Kdr
Ptn.2	0	0.461603935414381	0.525	0.067	0	12	Ptn
Ccdc141	0	0.45961191231885	0.424	0.01	0	12	Ccdc141
Utrn.1	0	0.452807313846811	0.46	0.043	0	12	Utrn
Arl4a	0	0.430347651414725	0.426	0.053	0	12	Arl4a
Slc39a10	0	0.418076502279294	0.462	0.063	0	12	Slc39a10
Foxq1	0	0.41787625231834	0.412	0.009	0	12	Foxq1
Sema3c	0	0.416189170643302	0.4	0.004	0	12	Sema3c
Pcp4l1.1	0	0.403789413578751	0.412	0.028	0	12	Pcp4l1
Col4a1.1	0	0.403678038028844	0.422	0.021	0	12	Col4a1
Podxl	0	0.395684275658845	0.368	0.005	0	12	Podxl
Cavin2	0	0.379680298442305	0.366	0.006	0	12	Cavin2
Cdh5	0	0.374241078243132	0.4	0.005	0	12	Cdh5
Nfib.1	0	0.373075039995188	0.363	0.016	0	12	Nfib
Mal	0	0.371900422476686	0.346	0.032	0	12	Mal
Fermt2.1	0	0.369923497736071	0.412	0.024	0	12	Fermt2
Nebl	0	0.369670441721788	0.344	0.01	0	12	Nebl
Ltbp4	0	0.359865295141462	0.382	0.009	0	12	Ltbp4
Itih5.1	0	0.359597147012405	0.322	0.017	0	12	Itih5
Itga1.1	0	0.357617659543494	0.368	0.021	0	12	Itga1
Ebf1.2	0	0.357043469990984	0.394	0.039	0	12	Ebf1
Ahnak	0	0.3557080158901	0.382	0.034	0	12	Ahnak
Tinagl1	0	0.3478314801963	0.351	0.011	0	12	Tinagl1
Kank3	0	0.346092054312157	0.353	0.014	0	12	Kank3
Apold1	0	0.335683114689791	0.262	0.018	0	12	Apold1
Cyyr1	0	0.330697009253586	0.329	0.002	0	12	Cyyr1
Syne1.1	0	0.328215074093817	0.361	0.024	0	12	Syne1
Sorbs2	0	0.327320406026067	0.327	0.008	0	12	Sorbs2
Lef1.1	0	0.326809171469966	0.339	0.013	0	12	Lef1
Prom1	0	0.322216603730951	0.313	0.005	0	12	Prom1
Wfdc1	0	0.311738819209996	0.307	0.004	0	12	Wfdc1
Mpzl1	0	0.309844644802617	0.322	0.007	0	12	Mpzl1
Ece1.1	0	0.305034725483415	0.334	0.028	0	12	Ece1
Cd93	0	0.300718674644874	0.295	0.005	0	12	Cd93
Akap12.1	0	0.286903016041307	0.278	0.016	0	12	Akap12
Csrp2	0	0.286685150411823	0.295	0.019	0	12	Csrp2
Paqr5	0	0.282927368181282	0.286	0.009	0	12	Paqr5
Hip1	0	0.282574354049014	0.312	0.023	0	12	Hip1
Col4a2.1	0	0.281302882431858	0.284	0.013	0	12	Col4a2
Sema7a	0	0.275751802692257	0.276	0.003	0	12	Sema7a
Plat.1	0	0.274241180466911	0.262	0.019	0	12	Plat
Ptprg	0	0.271592454727466	0.283	0.006	0	12	Ptprg
Cavin1	0	0.269293824507962	0.296	0.014	0	12	Cavin1
Lsr	0	0.268337007079553	0.281	0.004	0	12	Lsr
Plcb1	0	0.266855674566289	0.264	0.003	0	12	Plcb1
Arhgap29.1	0	0.260169075994233	0.296	0.027	0	12	Arhgap29
Dab2ip	0	0.259384317479583	0.286	0.011	0	12	Dab2ip
Palmd	0	0.258555634255537	0.262	0.005	0	12	Palmd
Slc22a8.1	0	0.258351293927232	0.269	0.01	0	12	Slc22a8
Sox17	0	0.25817523487326	0.257	0.004	0	12	Sox17
S100a16	0	0.256499671004936	0.273	0.016	0	12	S100a16
Srarp	0	0.254718193538992	0.261	0.002	0	12	Srarp
Nostrin	0	0.252629754662821	0.256	0.004	0	12	Nostrin
Rasip1	0	0.250566281519272	0.257	0.006	0	12	Rasip1
Tmem204	2.47280906004446e-280	0.28247119130099	0.334	0.038	4.76856499138974e-276	12	Tmem204
Ifitm2.2	5.37798777092377e-279	0.405382084315158	0.419	0.059	1.03709116174494e-274	12	Ifitm2
Slfn5	9.91863071386292e-267	0.271245140468553	0.281	0.028	1.91270874686133e-262	12	Slfn5
Eng	6.56140645715836e-255	0.577096416087287	0.67	0.169	1.26530162119842e-250	12	Eng
Tspan5	4.44899991683748e-254	0.250376103279191	0.274	0.028	8.5794514396294e-250	12	Tspan5
Afap1l1	1.85654319541108e-250	0.264895916648086	0.293	0.033	3.58015789803072e-246	12	Afap1l1
Slc6a6	4.9266671346073e-248	0.73177204677149	0.717	0.212	9.50058490237672e-244	12	Slc6a6
Vim.2	1.10879039680556e-244	0.493452018968086	0.533	0.106	2.13819140119985e-240	12	Vim
Slc7a5	4.23642843208873e-241	0.359111302288215	0.37	0.054	8.1695285884399e-237	12	Slc7a5
Rras	1.25916789249236e-217	0.335635297972433	0.414	0.072	2.42817936388226e-213	12	Rras
Acvrl1	9.4123152095299e-217	0.395994840392131	0.484	0.098	1.81507086500575e-212	12	Acvrl1
Arhgap31	2.59404695570713e-214	0.435864544790516	0.537	0.12	5.00236014938562e-210	12	Arhgap31
Klf9.2	4.17068348858543e-211	0.300541184153565	0.365	0.057	8.04274603938814e-207	12	Klf9
Fxyd5.1	5.39970811328186e-211	0.449363248680764	0.533	0.118	1.04127971256527e-206	12	Fxyd5
Slc7a1	1.58026188472942e-206	0.31090327523838	0.307	0.043	3.04737701851221e-202	12	Slc7a1
Clec2d	3.17716990900212e-206	0.287958405024335	0.325	0.048	6.12685445251968e-202	12	Clec2d
Esyt2	4.88993935620568e-194	0.273368937155068	0.322	0.049	9.42975905450703e-190	12	Esyt2
Hspb1.6	5.19913977566153e-186	0.974360975236808	0.882	0.357	1.00260211433857e-181	12	Hspb1
Clic4	1.08429487154752e-177	0.367368227402951	0.441	0.094	2.09095423029224e-173	12	Clic4
Arl2bp	2.98829796151716e-177	0.264407075680758	0.329	0.055	5.76263378898969e-173	12	Arl2bp
Parvb	7.40109165898619e-177	0.286211825245639	0.346	0.061	1.4272265155189e-172	12	Parvb
App.2	6.05344836836437e-170	0.546959077686994	0.685	0.245	1.16734698335538e-165	12	App
Fry.1	4.81142963581952e-165	0.315014042201821	0.407	0.086	9.27836090971435e-161	12	Fry
Snrk.1	3.70162417599414e-160	0.341236205588633	0.424	0.096	7.1382120609871e-156	12	Snrk
Gstm1.1	9.69533520972275e-150	0.25668685961281	0.327	0.061	1.86964844184293e-145	12	Gstm1
Mast4.1	1.3891630023957e-143	0.263582818937006	0.295	0.053	2.67886193381987e-139	12	Mast4
Arhgef12	6.34871805937839e-135	0.283113189198584	0.409	0.099	1.22428679057053e-130	12	Arhgef12
S1pr1	4.49843937696969e-134	0.30327685847226	0.409	0.1	8.67479049454836e-130	12	S1pr1
Tagln2.2	3.69703077626457e-130	0.391602241626014	0.54	0.171	7.1293541489486e-126	12	Tagln2
S100a13	3.97731116386372e-130	0.348459726816688	0.486	0.142	7.6698468483948e-126	12	S100a13
Actn4.1	1.0936452931977e-129	0.310850628978493	0.448	0.121	2.10898558340245e-125	12	Actn4
Stmn1.1	1.76855452310062e-129	0.265752390437477	0.346	0.076	3.41048054234723e-125	12	Stmn1
Myl6.3	5.02229594195731e-129	0.554207517090545	0.884	0.553	9.68499549447048e-125	12	Myl6
Calm1.4	5.21885698100957e-125	0.589005854742677	0.879	0.535	1.00640438021789e-120	12	Calm1
Tpm4	2.12578902472086e-123	0.273733395245825	0.361	0.086	4.0993715552717e-119	12	Tpm4
Sptan1	5.09695515902468e-122	0.283311276355724	0.39	0.098	9.8289683286632e-118	12	Sptan1
Bmpr2	9.72334640230881e-122	0.34274086136148	0.487	0.149	1.87505012022123e-117	12	Bmpr2
Ctnna1	1.21992521704706e-121	0.266019613700491	0.368	0.089	2.35250378855354e-117	12	Ctnna1
Ctnnb1	2.11437811000017e-121	0.39955323266101	0.598	0.219	4.07736674732433e-117	12	Ctnnb1
Iqgap1.2	3.26634613759826e-121	0.288815409625132	0.388	0.098	6.29882189174449e-117	12	Iqgap1
Tjp1	3.59788971434355e-105	0.283960431388332	0.39	0.11	6.93817052514009e-101	12	Tjp1
Selenow.3	4.37167796532697e-105	0.330712418118431	0.533	0.187	8.43034378833653e-101	12	Selenow
Crip1.3	1.00111894360931e-102	0.362202744663058	0.446	0.141	1.9305577708562e-98	12	Crip1
Mprip.1	1.28468271431292e-102	0.264304729012154	0.371	0.102	2.47738214628103e-98	12	Mprip
Fcgrt	3.64747132030057e-102	0.351036625819461	0.53	0.193	7.03378369406761e-98	12	Fcgrt
Pcmtd1	1.24541514322252e-99	0.274328983345127	0.421	0.128	2.40165856219032e-95	12	Pcmtd1
Foxp1.1	2.01498667608331e-99	0.362728822627835	0.549	0.207	3.88570030615906e-95	12	Foxp1
Gpcpd1	7.1172045809048e-97	0.310691724063757	0.378	0.111	1.37248173138168e-92	12	Gpcpd1
Gimap6.2	5.7452851122847e-96	0.2541744712504	0.332	0.088	1.10792078105298e-91	12	Gimap6
Tspan13	1.03406420657014e-95	0.415563657957942	0.632	0.287	1.99408941594985e-91	12	Tspan13
Dynll1.3	3.12070186010169e-93	0.394337220890271	0.714	0.358	6.01796146702011e-89	12	Dynll1
Gnas.2	3.16558955045426e-88	0.430642842497317	0.922	0.651	6.104522889096e-84	12	Gnas
Aplp2.3	1.32908215155808e-87	0.381364359528768	0.709	0.343	2.5630020210646e-83	12	Aplp2
Zbtb20.3	1.15573534761934e-83	0.359396358140004	0.613	0.268	2.22872004434913e-79	12	Zbtb20
Cd151.1	1.50648192472635e-82	0.25321600579133	0.409	0.136	2.9050997436423e-78	12	Cd151
Atox1.1	3.12692861580005e-82	0.399496249703927	0.753	0.429	6.02996914270881e-78	12	Atox1
Ly6e.2	7.88342939556317e-80	0.499932064135943	0.881	0.596	1.5202405246404e-75	12	Ly6e
Cd2ap	6.07242588509963e-79	0.304936795626603	0.472	0.182	1.17100660768261e-74	12	Cd2ap
Myl12b.2	6.33998600072164e-77	0.366602168902925	0.698	0.376	1.22260290037916e-72	12	Myl12b
Myl12a.1	1.19527377572851e-74	0.335835417474236	0.595	0.282	2.30496594911485e-70	12	Myl12a
Cd34.1	3.27349172675532e-74	0.34950672167214	0.675	0.342	6.31260144587496e-70	12	Cd34
Tcf4.3	3.28214027693803e-73	0.353524093997962	0.705	0.379	6.32927931004729e-69	12	Tcf4
Aes.1	4.42314339854902e-70	0.281676959395172	0.543	0.24	8.52958972976194e-66	12	Aes
1810037I17Rik.1	6.75420976696465e-66	0.269010909898125	0.458	0.188	1.30248181146146e-61	12	1810037I17Rik
Gm42418.4	7.00990701701067e-66	0.515979658792242	0.949	0.83	1.35179046916034e-61	12	Gm42418
Tns1.1	4.61015086258208e-65	0.287462310238471	0.453	0.187	8.89021492340328e-61	12	Tns1
Cdkn1a.1	9.37624315920961e-65	0.277216228609546	0.445	0.174	1.80811473082198e-60	12	Cdkn1a
Atp5j.2	5.23413539202402e-64	0.326470231132495	0.637	0.343	1.00935066899791e-59	12	Atp5j
Klf4.3	8.71536043229328e-59	0.412450290674099	0.635	0.325	1.68067010576344e-54	12	Klf4
Ywhaq.1	1.33598196775226e-58	0.267525435723625	0.504	0.233	2.57630762661346e-54	12	Ywhaq
Rdx	2.29237217378405e-58	0.293171267498931	0.482	0.218	4.42061049992516e-54	12	Rdx
Ctss.7	1.18505515439769e-56	-0.32062582189608	1	0.955	2.28526035974051e-52	12	Ctss
Isyna1	2.68177821561558e-55	0.263241695951447	0.438	0.191	5.17154111099308e-51	12	Isyna1
Chchd2.3	7.82960135604047e-55	0.310671457211468	0.768	0.495	1.50986032549884e-50	12	Chchd2
Snx3	4.68037988375478e-53	0.267015643010608	0.547	0.277	9.02564456783272e-49	12	Snx3
Macf1.2	1.14297925974701e-52	0.342291964202778	0.693	0.424	2.20412120449613e-48	12	Macf1
Hexb.6	1.15519807719076e-52	-0.276424566752718	0.998	0.963	2.22768397205467e-48	12	Hexb
Capns1	1.46636748789956e-51	0.256604544301017	0.516	0.255	2.82774306366552e-47	12	Capns1
C1qa.6	4.70816347132923e-51	-0.253967974281355	1	0.961	9.07922243811129e-47	12	C1qa
